#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
1700040F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040K01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040L08Rik	7	0	9	3	3	1	8	1	1	8	2	15	4	0
1700041B01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041G16Rik	2	6	6	2	4	7	7	5	4	16	3	1	2	0
1700041I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041M05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	1	0	0	0	0	1	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700045I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047K16Rik	0	0	0	0	0	1	1	1	1	5	0	8	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1700047N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700047O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048O20Rik	14	7	1	3	3	4	3	21	2	9	17	4	5	11
1700048P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	11	0	0	0	2	0	0	0	0	1	0	6	2	8
1700049E17Rik1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700049L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700051O22Rik	0	0	0	1	0	3	0	0	0	0	0	0	0	0
1700052H01Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	112	171	222	172	136	174	168	184	147	232	159	108	101	238
1700054A03Rik	0	2	2	0	0	6	4	2	1	6	0	0	2	0
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	5	15	3	12	10	8	8	2	8	13	18	27	2	0
1700056E22Rik	15	47	33	49	35	27	24	29	33	40	23	2	21	22
1700056N10Rik	0	2	3	1	5	6	8	16	5	2	4	2	2	0
1700057G04Rik	0	6	0	0	2	0	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700058P15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700060J05Rik	0	0	1	0	0	3	0	1	0	0	1	0	1	0
1700060O08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061A03Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700061E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	11	0	0	0	0	0	0	1	0	0	0	1	0	0
1700061H18Rik	0	0	0	0	0	0	0	0	1	0	0	4	0	0
1700061I17Rik	0	2	0	0	0	7	2	0	0	1	0	0	0	0
1700061J23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700062C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	14
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063J08Rik	1	1	2	4	0	3	4	3	2	2	2	1	0	0
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	0	0	0	0	0	0	0	2	1	2	0	4	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	0	0	0	0	4	0	0	0	0	0	0
1700065D16Rik	0	5	0	1	0	0	0	3	0	1	0	0	1	13
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	171	105	123	39	128	45	38	25	13	47	15	58	88	239
1700066C05Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700066J03Rik	5	0	3	0	0	1	0	0	0	1	0	0	3	0
1700066M21Rik	206	72	118	83	77	114	91	86	70	96	126	239	57	58
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700067K01Rik	0	0	0	1	0	0	2	1	1	2	3	5	0	0
1700067P10Rik	0	0	2	0	0	3	0	0	0	0	0	0	0	0
1700069B07Rik	2	3	0	1	0	0	2	1	0	0	0	0	2	0
1700069L16Rik	0	0	0	0	0	0	1	1	0	0	0	3	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071G01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	0	1	0	2	0	0	4	1	0	1	0	7	0	0
1700082M22Rik	0	2	0	0	0	0	0	0	0	0	3	0	0	0
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	15	6	4	7	1	9	7	5	8	14	4	3	5	0
1700084D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	37	13	7	11	13	4	9	14	12	33	15	8	12	0
1700084F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	0	0	0	1	0	0	1	0	0	0	0	0	0	0
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	0	1	0	1	0	2	0	0	0	0	0	0	0
1700086L19Rik	5	0	0	1	0	0	0	0	0	3	0	6	0	0
1700086O06Rik	132	35	75	27	42	50	48	50	67	44	40	34	18	68
1700086P04Rik	8	2	10	3	1	0	6	1	1	2	2	7	2	0
1700087I21Rik	0	0	5	1	2	3	0	2	0	2	4	3	0	0
1700087M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700088E04Rik	187	328	375	359	369	621	241	634	438	457	289	302	216	134
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	2	2	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1700092M07Rik	1	0	0	1	2	2	0	0	0	0	0	0	1	0
1700093J21Rik	0	0	0	0	1	3	0	0	0	0	0	0	0	0
1700093K21Rik	0	1	0	1	0	0	3	2	1	0	0	2	0	0
1700094D03Rik	17	63	22	51	58	58	31	232	19	76	60	190	25	15
1700094J05Rik	0	0	2	0	1	5	0	0	0	0	1	6	0	0
1700094M23Rik	0	0	0	0	0	0	0	0	0	0	0	3	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	7	3	13	11	17	10	53	26	11	16	8	6	0
1700095J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	54	23	71	50	53	64	67	63	41	72	72	61	30	34
1700097M23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700097N02Rik	0	4	0	4	0	2	1	3	0	1	2	3	0	0
1700099I09Rik	0	6	0	0	0	0	0	0	0	0	0	0	0	0
1700100I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	6	19	8	8	8	11	9	2	15	7	15	3	0
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	25	2	6	4	2	0	3	2	7	3	2	7	9	5
1700102P08Rik	0	8	8	13	4	4	6	9	6	2	18	10	2	14
1700104B16Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1700104L18Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	0	0	0	1	1	0	0	1	3	8	6	1	1	0
1700106O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	0	0	2	0	0	0	0	0	0	0	5	0	1	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	2	3	3	3	2	0	2	25	1	10	1	27	0	0
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	0	1	0	0	0	0	3	0	2	4	4	2	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	3	3	1	0	0	0	0	0	0	0	0	0	11
1700111E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700112D23Rik	37	1	13	2	4	5	6	4	1	18	6	3	0	57
1700112H15Rik	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	0	5	7	5	2	4	2	11	2	5	4	2	6	0
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	82	19	37	58	36	68	53	40	88	91	67	25	37	52
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700116H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	1	0	0	0	0	1	0	0	0	0	0	18
1700119I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120B22Rik	0	0	0	0	0	2	2	0	2	2	0	0	0	0
1700120C14Rik	74	19	23	9	12	25	5	9	22	31	18	6	8	31
1700120C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	1	0	3	0	0	0	2	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	3	1	1	0	0	0	2	2	1	2	0	6	2	0
1700122H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1700123L14Rik	0	0	0	0	0	0	2	0	0	1	0	5	0	0
1700123M08Rik	86	7	21	11	9	22	18	18	18	17	24	16	5	43
1700123O12Rik	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1700123O20Rik	1659	879	1605	791	1044	1250	1519	895	1054	1087	1020	904	701	1433
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	0	4	0	0	0	6	0	0	2	0	1	2	3	0
1700124M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	1	0	1	0	8	0	0
1700125H03Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700125H20Rik	5	7	0	0	1	2	20	3	3	8	1	2	1	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700127F24Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	2	5	2	0	2	3	0	0	1	1	1	4	3	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1810008B01Rik	0	0	4	3	5	2	0	0	0	1	3	0	3	0
1810008I18Rik	20	34	32	39	44	15	23	41	26	37	25	35	46	0
1810009A15Rik	54	0	22	5	9	7	4	2	11	5	3	5	8	26
1810009J06Rik	0	4	0	0	0	1	0	0	0	0	0	0	0	0
1810010H24Rik	530	768	928	2056	989	3253	1442	1293	2271	1194	1691	646	1152	359
1810010K12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810012K08Rik	7	2	3	1	1	6	7	1	1	3	0	0	6	0
1810012K16Rik	0	0	2	1	0	1	0	5	2	1	5	5	0	11
1810013D15Rik	0	0	2	0	1	0	1	0	1	2	2	0	0	0
1810013L24Rik	485	768	1213	962	835	934	1124	1099	723	881	1027	1397	747	452
1810014B01Rik	235	55	116	67	63	68	81	53	51	135	71	42	42	57
1810014P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810017P11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	868	113	316	125	170	178	126	198	131	250	185	163	238	134
1810019N24Rik	0	0	9	4	3	4	3	9	8	7	3	7	3	0
1810020O05Rik	15	12	10	14	11	1	1	49	3	29	7	22	0	0
1810021B22Rik	51	32	119	80	60	111	78	61	84	71	83	28	56	88
1810024B03Rik	135	44	71	42	36	77	72	54	88	107	61	25	46	292
1810026B05Rik	432	135	218	190	189	317	171	366	308	517	322	368	177	310
1810028F09Rik	0	0	0	0	0	0	0	4	0	0	0	0	2	0
1810030O07Rik	389	755	911	750	708	681	829	1024	726	754	870	971	606	451
1810034E14Rik	68	53	42	84	56	16	75	108	45	93	55	31	35	37
1810035K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	12334	3533	5660	2323	3945	3858	3588	2418	4211	3596	3118	2412	1586	13370
1810041H14Rik	61	3	29	27	12	7	18	25	24	35	22	29	8	104
1810044D09Rik	61	48	84	61	58	103	111	52	160	112	108	48	66	119
1810044K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810046K07Rik	0	29	0	1	0	5	0	3	0	3	1	5	0	0
1810049I09Rik	3	0	6	0	1	0	0	0	1	0	0	1	0	0
1810049J17Rik	0	42	111	56	38	27	60	50	17	56	39	32	29	0
1810053B23Rik	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	419	503	703	510	510	479	462	411	383	309	516	598	418	106
1810058I24Rik	1200	925	2043	1295	1148	1592	1586	1201	1497	1766	1486	839	861	2236
1810058N15Rik	13	2	16	9	8	7	18	2	7	15	10	1	4	0
1810059C17Rik	5	1	3	0	0	0	0	0	3	1	1	1	0	0
1810059H22Rik	65	29	49	13	13	14	21	41	9	20	8	26	14	81
1810062G17Rik	15	10	21	15	13	15	29	14	22	25	10	7	8	3
1810062O18Rik	10	12	16	23	14	33	18	20	26	29	26	10	5	7
1810063I02Rik	42	3	4	10	12	8	17	5	21	26	21	1	2	84
1810064F22Rik	37	13	34	31	32	59	22	50	78	51	48	114	44	149
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810073O08Rik	13	18	21	6	21	12	1	17	6	6	8	3	1	51
2010001A14Rik	418	121	151	134	129	219	201	152	266	282	158	89	70	364
2010001K21Rik	55	59	34	36	50	21	10	121	26	82	53	90	31	53
2010001M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	3	30	5	22	22	1	8	3	2	3	2	9	29	0
2010007H06Rik	16	323	40	72	195	66	49	94	57	69	23	44	4	0
2010008C14Rik	6	4	7	22	9	6	9	31	9	8	6	5	0	0
2010009K17Rik	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2010010A06Rik	8	0	4	1	2	0	1	0	0	0	0	0	0	0
2010013B24Rik	0	0	2	0	0	0	0	0	1	1	0	0	0	0
2010016I18Rik	124	21	40	13	18	24	14	60	29	37	18	36	18	41
2010103J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106C02Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106G04Rik	4	0	0	2	0	1	3	0	1	0	0	2	0	0
2010109A12Rik	0	0	1	3	0	2	4	8	0	4	2	5	0	7
2010109P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010110E17Rik	0	0	0	0	0	2	0	0	0	4	1	0	0	0
2010110G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010110K18Rik	0	0	1	2	0	0	2	1	0	2	0	0	0	10
2010203P06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010204K13Rik	226	100	86	34	92	34	63	60	51	63	41	62	78	182
2010300C02Rik	270	532	1342	1100	758	727	694	848	466	1130	905	545	972	218
2010308F09Rik	0	0	0	0	0	0	0	0	0	3	0	1	0	11
2010309G21Rik	0	6	0	1	0	0	0	1	0	2	0	0	0	0
2010310C07Rik	0	0	1	0	0	0	1	0	0	1	1	4	1	0
2010315B03Rik	276	199	158	198	164	217	205	169	181	185	226	583	88	136
2010320M18Rik	458	291	656	408	345	508	499	444	562	470	416	263	397	537
2010320O07Rik	0	0	5	1	0	4	6	0	0	1	0	0	0	0
2200002A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2200002D01Rik	5740	2877	3412	1905	3238	2075	2828	1009	2887	2364	1348	568	2100	6895
2200002J24Rik	0	5	2	1	1	2	0	6	3	0	0	2	8	15
2200007N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210009P08Rik	0	3	0	0	5	1	5	0	0	0	0	0	1	11
2210010C04Rik	0	0	0	0	0	2	0	1	0	0	0	0	0	0
2210011K15Rik	0	8	1	0	0	0	1	0	0	0	1	0	0	0
2210016F16Rik	800	1499	2476	1605	1648	1440	1413	1131	1477	1567	1251	804	1257	1366
2210016L21Rik	544	610	877	809	849	1010	867	866	774	1068	879	493	709	673
2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210020O09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	3	5	1	4	2	4	1	10	9	7	0	3	0
2210404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210406H18Rik	15	2	25	11	8	1	13	14	13	11	15	10	1	23
2210406O10Rik	7	5	0	3	6	4	4	2	3	2	0	3	0	14
2210407C18Rik	126	602	50	195	263	1	63	155	0	147	86	79	111	105
2210408F21Rik	374	144	428	157	158	304	254	154	330	253	221	120	158	374
2210408I21Rik	76	79	81	93	78	67	89	155	55	90	55	139	64	35
2210409D07Rik	4	0	2	0	1	1	6	1	0	8	0	0	0	0
2210409E12Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2210411M09Rik	0	0	0	0	0	1	1	0	0	0	0	1	0	0
2210412B16Rik	1	0	0	1	0	0	0	2	0	0	0	0	0	0
2210414B05Rik	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	33	5	15	3	3	0	3	0	1	5	3	3	9	29
2210418O10Rik	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	11	296	146	385	797	97	215	85	211	254	641	2361	2908	162
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	120	146	155	176	132	207	159	185	214	210	204	214	120	134
2310001H17Rik	120	109	88	182	138	246	189	217	234	179	156	163	78	214
2310001K20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310001K24Rik	0	4	18	5	5	7	36	3	9	18	17	1	7	5
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	3	13	4	5	4	15	0	11	5	5	0	8	2	0
2310002L09Rik	2	26	0	2	0	0	0	0	0	6	10	5	2	0
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	6	1	4	1	5	5	0	0	2	6	1	1	0	14
2310009B15Rik	562	172	434	219	261	340	316	246	384	314	243	106	168	605
2310010J17Rik	294	103	157	104	92	217	149	94	205	216	168	123	94	215
2310011J03Rik	1590	1179	2805	1330	1323	1648	1786	1112	1339	1914	1357	617	971	2133
2310014F06Rik	5	3	8	9	4	13	4	9	11	7	13	8	7	0
2310015A10Rik	169	131	201	184	199	247	174	185	216	239	191	57	135	164
2310015A16Rik	0	11	7	18	28	30	20	26	23	64	16	3	27	13
2310015D24Rik	0	3	0	0	0	0	0	1	0	0	1	1	1	0
2310015K22Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2310016D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310016G11Rik	9	3	3	6	6	3	4	3	3	4	5	0	3	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
